ID_TICKET,ID_CAJA,CURP,ID_SUCURSAL,FECHA,HORA,CLIENTE,NO_PRODUCTOS,TIPO_PAGO,TOTAL_COMPRA
562,92,VEMC760926FQRNAA13,14,2/19/2011,17:45,Cliente0653,5,tarjeta,125
249,98,DRND851022BTCIIA89,16,4/19/2014,20:30,Cliente0654,3,efectivo,45
926,14,DRND851022BTCIIA89,16,6/26/2015,15:14,Cliente0655,1,tarjeta,12
721,77,SAMC711103FGTWEH64,17,07/06/2014,11:35,Cliente0656,9,efectivo,180
851,85,AYBK761021GPLCRA42,16,03/05/2016,11:52,Cliente0657,7,tarjeta,420
980,77,CHRH921025MTLEOA42,19,2/28/2019,09:34,Cliente0658,3,efectivo,7.5
215,48,BALS870921MCSUAC68,20,3/30/2016,04:13,Cliente0659,5,tarjeta,100
509,7,CRFB880126FPLUEA78,1,12/11/2012,01:55,Cliente0660,4,efectivo,80
786,83,KEEC990619MQTHDO55,2,11/11/2013,00:18,Cliente0661,9,tarjeta,225
535,21,SAMC711103FGTWEH64,17,4/23/2018,11:08,Cliente0662,9,efectivo,108
759,49,CRPA890528MPLAHU58,4,01/09/2019,13:15,Cliente0663,3,tarjeta,45
471,10,VEEH800225MCSRRU48,5,01/01/2018,16:30,Cliente0664,3,efectivo,165
194,16,ALMA830409MSRMAL39,17,4/29/2017,04:58,Cliente0665,5,tarjeta,12.5
973,3,PAME910207FSLWCN51,7,6/14/2020,21:36,Cliente0666,6,efectivo,72
262,5,BETL920711FDGRWA64,8,7/26/2013,09:26,Cliente0667,7,tarjeta,350
689,37,FAJJ841022MBSLAU69,14,8/15/2013,16:53,Cliente0668,4,efectivo,100
167,96,KLAL900916FDGEIE04,10,06/02/2016,19:04,Cliente0669,3,tarjeta,75
261,22,MABP780714MMNFRA82,11,12/14/2014,07:37,Cliente0670,6,efectivo,168
612,74,PIGO910404FMNDED41,17,10/03/2015,12:25,Cliente0671,5,tarjeta,25
671,1,HUVR861220MTCGEO09,13,09/08/2015,22:22,Cliente0672,9,efectivo,225
707,81,FAIG991004MSPRTE27,14,8/26/2020,19:54,Cliente0673,1,tarjeta,18
903,67,BABG810617FHGUIA28,10,10/16/2018,22:52,Cliente0674,1,efectivo,8
755,51,AYBK761021GPLCRA42,16,12/13/2015,13:49,Cliente0675,8,tarjeta,120
496,31,SAMC711103FGTWEH64,17,2/23/2019,13:55,Cliente0676,7,efectivo,700
